ID_Original|ID_Required
BIOL3100|CHEM3400
BIOL3120|BIOL2020
BIOL3120|CHEM2300
BIOL3120|CHEM2400
BIOL3120|CHEM3400
BIOL3200|BIOL2020
BIOL3200|CHEM2300
BIOL3200|CHEM2400
BIOL3200|CHEM3400
BIOL3200|CHEM2300
BIOL3200|CHEM2400
BIOL3200|CHEM3400
BIOL3300|BIOL2020
BIOL3300|CHEM2300
BIOL3300|CHEM2400
BIOL3300|CHEM3400
BIOL3300|CHEM2300
BIOL3300|CHEM2400
BIOL3300|CHEM3400
BIOL3410|BIOL2020
BIOL3410|CHEM2300
BIOL3410|CHEM2400
BIOL3410|CHEM3400
BIOL3410|CHEM2300
BIOL3410|CHEM2400
BIOL3420|BIOL2020
BIOL3420|CHEM2300
BIOL3420|CHEM2400
BIOL3420|CHEM3400
BIOL3420|CHEM2300
BIOL3420|CHEM2400
BIOL3420|CHEM3400
BIOL3430|BIOL2020
BIOL3430|CHEM2300
BIOL3430|CHEM2400
BIOL3430|CHEM3400
BIOL3430|CHEM2300
BIOL3430|CHEM2400
BIOL3430|CHEM3400
BIOL3440|BIOL2020
BIOL3440|CHEM2300
BIOL3440|CHEM2400
BIOL3440|CHEM3400
BIOL3440|CHEM2300
BIOL3440|CHEM2400
BIOL3440|CHEM3400
BIOL3450|BIOL2020
BIOL3450|CHEM2300
BIOL3450|CHEM2400
BIOL3450|CHEM3400
BIOL3450|CHEM2300
BIOL3450|CHEM2400
BIOL3450|CHEM3400
BIOL3460|BIOL2020
BIOL3460|CHEM2300
BIOL3460|CHEM2400
BIOL3460|CHEM3400
BIOL3460|CHEM2300
BIOL3460|CHEM2400
BIOL3460|CHEM3400
BIOL3520|BIOL2020
BIOL3540|BIOL2020
BIOL3540|CHEM2300
BIOL3540|CHEM2400
BIOL3540|CHEM3400
BIOL3540|CHEM2300
BIOL3540|CHEM2400
BIOL3540|CHEM3400
BIOL3630|BIOL2020
BIOL3630|BIOL3630
BIOL3630|BIOL3640
BIOL3630|BIOL3630
BIOL3700|BIOL2020
BIOL3700|CHEM2300
BIOL3700|CHEM2400
BIOL3700|CHEM3400
BIOL3700|CHEM2300
BIOL3700|CHEM2400
BIOL3700|CHEM3400
BIOL3800|BIOL2020
BIOL3800|MATH2210
BIOL3800|CHEM2300
BIOL3800|CHEM2400
BIOL3800|CHEM3400
BIOL3800|CHEM2300
BIOL3800|CHEM2400
BIOL3800|CHEM3400
BIOL3820|BIOL2020
BIOL3820|CHEM2300
BIOL3820|CHEM2400
BIOL3820|CHEM3400
BIOL3900|BIOL2020
BIOL3900|CHEM2300
BIOL3900|CHEM2400
BIOL3900|CHEM3400
BIOL3900|CHEM2300
BIOL3900|CHEM2400
BIOL3900|CHEM3400
BIOL4200|BIOL3200
BIOL4400|BIOL3100
BIOL4400|BIOL3120
BIOL4400|BIOL3200
BIOL4400|BIOL3300
BIOL4580|BIOL3700
BIOL4580|BIOL3800
BIOL4580|BIOL3900
BIOL4580|CHEM2300
BIOL4580|CHEM2400
BIOL4580|CHEM3400
BIOL4630|BIOL2020
BIOL4630|CHEM2300
BIOL4630|CHEM2400
BIOL4630|CHEM3400
BIOL4630|BIOL4640
BIOL4640|BIOL4630
BIOL4640|BIOL4630
BIOL4901|BIOL2020
BIOL4901|CHEM2300
BIOL4901|CHEM2400
BIOL4901|CHEM3400
BIOL4902|BIOL2020
BIOL4902|CHEM2300
BIOL4902|CHEM2400
BIOL4902|CHEM3400
BIOL4903|BIOL2020
BIOL4903|CHEM2300
BIOL4903|CHEM2400
BIOL4912|BIOL2020
BIOL4912|CHEM2300
BIOL4912|CHEM2400
BIOL4912|CHEM3400
BIOL4990|BIOL2020
BIOL5000|BIOL2020
BIOL5050|MATH2210
BIOL5050|BIOL2020
BIOL5100|BIOL3100
BIOL5130|BIOL3100
BIOL5150|BIOL3100
BIOL5150|BIOL3120
BIOL5150|BIOL3200
BIOL5150|BIOL3300
BIOL5160|BIOL5130
BIOL5170|BIOL5130
BIOL5260|BIOL3100
BIOL5260|BIOL3120
BIOL5260|BIOL3200
BIOL5260|BIOL3300
BIOL5280|BIOL3100
BIOL5280|BIOL3120
BIOL5280|BIOL3200
BIOL5280|BIOL3300
BIOL5300|GEOL5300
BIOL5300|BIOL5300
BIOL5310|BIOL3120
BIOL5310|BIOL5310
BIOL5320|BIOL3100
BIOL5320|BIOL3120
BIOL5320|BIOL3200
BIOL5320|BIOL3300
BIOL5370|BIOL3120
BIOL5370|BIOL3100
BIOL5370|BIOL3200
BIOL5420|BIOL3420
BIOL5420|BIOL3630
BIOL5420|BIOL3640
BIOL5550|PHYS2000
BIOL5550|PHYS2500
BIOL5550|BIOL3400
BIOL5550|BIOL3410
BIOL5550|BIOL3420
BIOL5550|BIOL3430
BIOL5550|BIOL3440
BIOL5550|BIOL3450
BIOL5550|BIOL3460
BIOL5550|BIOL3480
BIOL5550|BIOL3700
BIOL5550|BIOL3800
BIOL5550|BIOL3950
BIOL5670|BIOL3100
BIOL5720|BIOL3700
BIOL5720|BIOL3800
BIOL5820|BIOL3700
BIOL5820|BIOL3800
BIOL5850|BIOL3800
BIOL5860|BIOL3630
BIOL5860|BIOL3640
BIOL5901|BIOL3120
BIOL5902|BIOL3300
BIOL5902|BIOL3700
BIOL5903|BIOL3100
BIOL5905|BIOL3800
BIOL5906|BIOL3300
BIOL5907|BIOL3700
BIOL5908|BIOL3200
BIOL5910|BIOL3520
BIOL5910|BIOL3540
BIOL5910|BIOL4580
BIOL5911|BIOL2020
BIOL5912|BIOL3700
BIOL5912|BIOL3800
BIOL5951|BIOL2020
BIOL5951|BIOL5951
BIOL5952|BIOL2020
BIOL5952|BIOL5951
BIOL5953|BIOL2020
BIOL5953|BIOL5951
BIOL5954|BIOL2020
BIOL5954|BIOL5951
BIOL5955|BIOL2020
BIOL5955|BIOL5951
BIOL5956|BIOL2020
BIOL5956|BIOL5951
BIOL6360|BIOL2200
BIOL6360|BIOL3200
BIOL6370|BIOL3800
BIOL6400|BIOL3300
BIOL6400|BIOL3520
BIOL6951|BIOL6951
BIOL6952|BIOL6951
BIOL6953|BIOL6951
BIOL6954|BIOL6951
BIOL6955|BIOL6951
BIOL6956|BIOL6951
CAHU1112|CAHU1111
CAL3250|CAL3250
CAL3250|SSCI3250
CAL3250|NSCI3250
CHEM2050|MATH1102
CHEM2060|CHEM2050
CHEM2060|CHEM2100
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2060|CHEM2050
CHEM2060|CHEM2050
CHEM2060|CHEM2100
CHEM2060|CHEM2100
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2060|CHEM2060
CHEM2100|MATH1401
CHEM2100|MATH1403
CHEM2100|MATH1601
CHEM2100|MATH2210
CHEM2100|MATH2220
CHEM2200|CHEM2100
CHEM2200|MATH1301
CHEM2200|MATH1401
CHEM2200|MATH1601
CHEM2200|MATH2210
CHEM2200|MATH2220
CHEM2200|CHEM2200
CHEM2200|CHEM2200
CHEM2200|CHEM2100
CHEM2200|CHEM2200
CHEM2200|CHEM2200
CHEM2200|CHEM2200
CHEM2200|CHEM2200
CHEM2300|CHEM2200
CHEM2300|CHEM2200
CHEM2300|CHEM2300
CHEM2300|CHEM2500
CHEM2300|CHEM3500
CHEM2400|CHEM2200
CHEM2400|CHEM2200
CHEM2400|CHEM2400
CHEM2400|CHEM2500
CHEM2400|CHEM2400
CHEM2400|CHEM3400
CHEM2400|CHEM3500
CHEM2400|CHEM2400
CHEM2400|CHEM2200
CHEM2400|CHEM2200
CHEM2400|CHEM2300
CHEM2400|CHEM2400
CHEM2400|CHEM2400
CHEM2500|CHEM2400
CHEM2500|CHEM2400
CHEM2500|CHEM2500
CHEM2500|CHEM2400
CHEM2500|CHEM2400
CHEM2500|CHEM2500
CHEM2500|CHEM2400
CHEM2500|CHEM2500
CHEM3200|CHEM2100
CHEM3200|CHEM2200
CHEM3200|CHEM2100
CHEM3200|CHEM3200
CHEM3400|CHEM2200
CHEM3400|CHEM2200
CHEM3400|CHEM3400
CHEM3500|CHEM3400
CHEM3500|CHEM3400
CHEM3500|CHEM3500
CHEM3600|CHEM2500
CHEM3600|CHEM3600
CHEM4100|CHEM2300
CHEM4100|CHEM2500
CHEM4100|CHEM3500
CHEM4100|BIOL2010
CHEM4100|CHEM4100
CHEM4100|CHEM2400
CHEM4100|CHEM4100
CHEM4100|CHEM4100
CHEM4200|CHEM4100
CHEM4200|CHEM4200
CHEM4200|CHEM4100
CHEM4200|CHEM4200
CHEM4200|CHEM4200
CHEM4300|CHEM2500
CHEM4300|CHEM3200
CHEM4300|CHEM4300
CHEM4350|CHEM2500
CHEM4350|CHEM3200
CHEM4350|CHEM4350
CHEM4400|CHEM3200
CHEM4400|MATH2220
CHEM4400|PHYS2010
CHEM4400|PHYS2510
CHEM4400|PHYS2010
CHEM4400|PHYS2510
CHEM4400|CHEM4400
CHEM4500|CHEM4400
CHEM4500|CHEM4500
CHEM4500|MATH2310
CHEM4600|CHEM3200
CHEM4600|MATH2220
CHEM4600|CHEM4100
CHEM4600|PHYS2010
CHEM4600|PHYS2510
CHEM4600|CHEM4600
CHEM4700|CHEM4600
CHEM4700|CHEM4700
CHEM4700|MATH2310
CHEM5001|CHEM5001
CHEM5001|CHEM5002
CHEM5100|CHEM2500
CHEM5100|PHYS2010
CHEM5100|MATH2210
CHEM5100|CHEM5100
CHEM5200|CHEM3200
CHEM5200|CHEM2500
CHEM5200|CHEM3500
CHEM5200|PHYS2010
CHEM5200|PHYS2510
CHEM5200|CHEM5200
CHEM5400|CHEM3200
CHEM5400|CHEM2500
CHEM5400|CHEM5400
CHEM5700|CHEM4200
CHEM5700|CHEM4200
CHEM5700|CHEM5700
CHEM5800|CHEM3200
CHEM5800|CHEM2500
CHEM5800|CHEM5850
CHEM5800|CHEM5860
CHEM5800|CHEM5800
CHEM6753|CHEM5751
CHEM6753|CHEM5752
CHEM6753|CHEM5753
CHEM6753|GEOL5751
CHEM6753|GEOL5752
CHEM6753|GEOL5753
CHEM6970|CHEM6950
CD2215|CD2240
CD2250|CD2240
CD2251|CD2250
CD2252|CD2251
CD2260|CD2240
CD2261|CD2260
CD2262|CD2261
CD3304|CD2240
CD5952|CD5952
CD5953|CD5953
CHIN1112|CHIN1111
CHIN2111|CHIN1112
CHIN2112|CHIN2111
CHIN2114|CHIN1112
COMM3102|COMM2101
COMM3102|COMM3102
COMM3353|COMM2351
COMM3402|COMM2301
COMM4101|COMM3101
COMM4102|COMM3101
COMM4401|COMM2301
COMM4401|COMM3401
COMM4401|COMM3402
COMM5222|COMM4222
COMM5280|COMM2201
COMM5401|COMM2301
COMM5401|COMM3401
COMM5401|COMM3402
COMM5792|COMM5792
COMM5793|COMM5792
COMM5794|COMM5792
COMM5952|COMM5952
COMM5953|COMM5952
COMM5954|COMM5952
COMM6002|COMM6000
COMM6002|COMM6001
COMM6003|COMM6000
COMM6075|COMM6002
COMM6075|COMM6003
COMM6090|COMM4203
COMM6091|COMM3401
COMM6094|COMM2201
COMM6752|COMM6752
COMM6753|COMM6752
COMM6754|COMM6752
COMM6973|COMM6085
COMM6980|COMM6084
CSE2010|CSE1250
CSE2020|CSE2010
CSE2130|CSE2010
CSE3100|CSE2010
CSE3350|MATH2220
CSE3350|MATH2310
CSE3650|CSE2010
CSE3660|CSE3650
CSE4010|CSE3100
CSE4010|CSE2130
CSE4030|CSE3100
CSE4030|CSE3350
CSE4050|CSE2020
CSE4100|CSE2020
CSE4200|CSE2020
CSE4200|MATH2310
CSE4310|CSE2020
CSE4310|MATH2310
CSE4400|CSE2020
CSE4410|CSE2020
CSE4500|CSE2020
CSE4550|CSE2020
CSE4560|CSE3100
CSE4560|CSE2130
CSE4610|CSE4600
CSE5000|CSE2020
CSE5010|CSE5000
CSE5100|CSE4010
CSE5120|CSE2020
CSE5140|MATH2210
CSE5140|CSE2020
CSE5150|CSE4310
CSE5200|CSE4200
CSE5210|CSE4010
CSE5250|CSE4010
CSE5300|CSE2020
CSE5300|CSE3350
CSE5350|CSE2020
CSE5350|MATH2310
CSE5408|CSE5208
CSE5410|CSE3100
CSE5410|MATH2310
CSE5510|CSE5350
CSE5700|CSE2020
CSE5700|CSE2130
CSE5720|CSE2020
CSE5800|CSE5720
CSE5940|CSE2020
CSE6020|CSE5010
CSE6030|CSE6020
CSE6100|CSE5100
CSE6250|CSE5250
CSE6310|CSE5300
CSE6310|CSE4100
CSE6350|CSE5350
CSE6800|CSE5800
CSE6980|CSE6020
CSE6980|CSE6100
CSE6980|CSE6300
CSE6980|CSE6550
CSE6980|CSE6600
COUN6233|COUN6220
CJUS3311|CJUS3320
CJUS3311|CJUS1101
CJUS3311|CJUS1102
CJUS3330|CJUS3320
CJUS3340|CJUS3320
CJUS3350|CJUS1101
CJUS3350|CJUS1102
CJUS3354|CJUS3320
CJUS4430|CJUS3330
CJUS4431|CJUS3330
CJUS4435|CJUS3330
CJUS4440|CJUS3340
CJUS4441|CJUS3340
CJUS5550|CJUS3311
CJUS5550|CJUS3312
CJUS5550|CJUS3470
CJUS5556|CJUS3320
CJUS5560|CJUS3350
CJUS5560|CJUS3470
CJUS5570|CJUS3311
CJUS5570|CJUS3312
CJUS5570|CJUS3470
CJUS5571|CJUS3311
CJUS5571|CJUS3312
CJUS5571|CJUS5550
CJUS5580|CJUS3320
CJUS5598|CJUS3311
CJUS5598|CJUS3320
CJUS6604|CJUS3311
CJUS6606|CJUS3312
CJUS6641|CJUS6604
CJUS6641|CJUS6606
CJUS6971|CJUS6972
ECON3312|ECON2000
ECON3312|ECON2201
ECON3312|MATH1301
ECON4900|ECON3400
ECON4900|ECON3312
EADM6602|EADM6601
EADM6602|EADM6602
EADM6613|EADM6601
EADM6613|EADM6607
EADM6619|EADM6601
EADM6619|EADM6607
EADM6619|EADM6610
EADM6620|EADM6601
EADM6620|EADM6610
EADM6621|EADM6601
EADM6621|EADM6610
EADM6621|EADM6620
EADM6622|EADM6601
EADM6622|EADM6610
EADM6633|EADM6601
EADM6635|EADM6601
EADM6636|EADM6601
ECTS3350|ECTS3350
ECTS5180|ECTS5180
ECTS5180|ECTS6180
ECTS5421|ECTS5421
ECTS5421|ECTS6421
ECTS5422|ECTS5422
ECTS5422|ECTS6422
ECTS5423|ECTS5423
ECTS5423|ECTS6423
ECTS5423|ECTS5423
ECTS6180|ECTS5180
ECTS6180|ECTS6180
ECTS6421|ECTS5421
ECTS6421|ECTS6421
ECTS6422|ECTS5422
ECTS6422|ECTS6422
ECTS6423|ECTS5423
ECTS6423|ECTS6423
ECTS6423|ECTS5423
EDMS4107|EDMS4110
EDMS4107|EDMS4111
EDMS4107|EDMS4111
EDMS4108|EDMS4108
ERDG6130|ERDG6100
ERDG6200|ERDG6100
ERDG6210|ERDG6100
ERDG6220|ERDG6100
ERDG6220|ERDG6110
ERDG6220|ERDG6120
ERDG6230|ERDG6100
EREH6619|EREH6617
EREH6622|EREH6619
EREH6623|EREH6617
EREH6624|EREH6615
EREH6980|EREH6980
ESTM6980|ESTM6954
ESEC6072|ESEC6071
ESPE5532|ESPE5530
ESPE5532|ESPE5531
ESPE6610|ESPE5530
ESPE6610|ESPE5531
ESPE6610|ESPE6609
ESPE6610|ESPE6609
ESPE6619|ESPE5532
ESPE6619|ESPE6631
ESPE6619|ESPE6632
ESPE6619|ESPE6633
ESPE6619|ESPE6634
ESPE6620|ESPE6609
ESPE6620|ESPE6636
ESPE6620|ESPE6634
ESPE6620|ESPE6636
ESPE6621|ESPE6609
ESPE6621|ESPE6636
ESPE6621|ESPE6634
ESPE6621|ESPE6636
ESPE6631|ESPE5530
ESPE6631|ESPE5531
ESPE6632|ESPE5530
ESPE6632|ESPE5531
ESPE6635|ESPE5530
ESPE6635|ESPE5531
ESPE6635|ESPE5532
ESPE6635|ESPE6631
ESPE6635|ESPE6636
ESPE6635|ESPE6636
ESPE6637|ESPE5530
ESPE6637|ESPE5531
ESPE6637|ESPE6638
ESPE6639|ESPE5530
ESPE6639|ESPE5531
ESPE6639|ESPE6631
ESPE6639|ESPE6632
ESPE6643|ESPE6642
ESPE6662|ESPE5532
ESPE6662|ESPE6631
ESPE6662|ESPE6632
ESPE6662|ESPE6633
ESPE6662|ESPE6635
ESPE6663|ESPE5532
ESPE6663|ESPE6631
ESPE6663|ESPE6632
ESPE6663|ESPE6633
ESPE6663|ESPE6635
ESPE6663|ESPE6662
ESPE6672|ESPE6610
ESPE6673|ESPE6610
ESPE6980|ESPE6665
ENG1060|ENG1050
ENG1060|ENG1050
ENG1060|ENG1060
ENG1060|ENG1050
ENG1060|ENG1050
ENG1060|ENG1060
ENG5230|ENG3110
ENG5230|ENG3220
ENG5240|ENG3110
ENG5260|ENG3110
ENG6620|ENG6000
ENG6620|ENG6120
ENG6620|ENG6150
ENTR6230|ENTR6210
FIN3001|MATH1301
FIN3001|MATH1401
FIN3001|MATH1601
FIN3001|MATH2210
FIN3001|ACCT2120
FIN3001|ADMN2100
FIN3002|FIN3001
FIN3002|FIN3001
FIN3800|FIN3001
FIN3850|FIN3800
FIN4200|FIN3001
FIN4320|FIN3001
FIN4320|FIN3002
FIN4330|FIN3001
FIN4450|FIN3002
FIN4800|FIN3800
FIN4810|FIN3800
FIN4820|FIN3800
FIN4850|FIN3800
FIN5230|FIN3001
FIN5230|FIN6020
FIN5270|FIN3001
FIN5270|FIN3002
FIN5270|FIN6020
FIN5460|FIN3001
FIN5753|FIN5753
FIN5850|FIN3001
FIN5850|FIN6020
FIN5850|FIN3800
FIN5860|FIN3800
FIN5880|FIN3800
FIN6220|FIN6020
FIN6510|FIN6020
FIN6530|FIN6020
FIN6540|FIN6020
FIN6775|FIN6774
FIN6776|FIN6775
FIN6776|FIN5300
FIN6777|FIN6776
FIN6777|FIN5350
FIN6778|FIN6776
FIN6779|FIN6776
FIN6780|FIN6776
FIN6780|FIN5270
FIN6800|FIN6020
FREN1112|FREN1111
FREN2111|FREN1112
FREN2111|FREN1151
FREN2112|FREN1112
FREN2112|FREN1151
FREN2113|FREN1112
FREN2113|FREN1151
FREN2114|FREN1112
FREN2114|FREN1151
FREN3000|FREN2111
FREN3000|FREN2112
FREN3000|FREN2113
FREN3000|FREN2114
FREN3111|FREN3000
FREN3112|FREN3000
FREN3113|FREN3000
FREN3114|FREN3000
FREN3150|FREN3000
FREN3160|FREN3000
FREN3320|FREN3000
FREN3550|FREN3000
FREN3961|FREN3960
FREN3961|FREN3960
FREN4150|FREN3000
FREN4250|FREN3000
FREN4450|FREN3000
FREN4550|FREN3000
GEOG3004|GEOG1030
GEOG3004|GEOG2249
GEOG3300|GEOG1030
GEOG3300|GEOL1000
GEOG3710|GEOG2250
GEOG3730|GEOG2250
GEOG4250|GEOG1030
GEOG4300|BIOL1000
GEOG4300|GEOG1030
GEOG4300|GEOL1000
GEOG4300|GEOG2250
GEOG4360|GEOG1030
GEOG4360|GEOL1000
GEOG4400|GEOG1030
GEOG4400|GEOL1000
GEOG4860|GEOG2250
GEOG4870|GEOG1030
GEOG4870|GEOL1000
GEOG4870|HSCI1200
GEOG4870|GEOG2250
GEOG4880|GEOG2250
GEOL2500|GEOG1030
GEOL3030|BIOL3030
GEOL3030|GEOL3030
GEOL3100|GEOG1030
GEOL3200|GEOL1000
GEOL3200|GEOL1000
GEOL3200|CHEM2050
GEOL3200|CHEM2100
GEOL3200|CHEM2050
GEOL3200|CHEM2100
GEOL3200|GEOL3200
GEOL3220|GEOL3200
GEOL3240|GEOL3200
GEOL3400|GEOG1030
GEOL3400|BIOL1000
GEOL3500|GEOG1030
GEOL3500|BIOL1000
GEOL3500|CHEM2050
GEOL3600|PHYS1000
GEOL3600|PHYS2000
GEOL3600|PHYS2500
GEOL3700|GEOL1000
GEOL3700|GEOL1060
GEOL3700|GEOL1020
GEOL3750|GEOL3700
GEOL3902|GEOL3901
GEOL3903|GEOL3901
GEOL3904|GEOL3901
GEOL3906|GEOL3901
GEOL3990|GEOL4000
GEOL4000|GEOL3990
GEOL4200|GEOL3600
GEOL4800|GEOL4000
GEOL4900|GEOL4000
GEOL4900|GEOL4000
GEOL5000|GEOL5000
GEOL5000|GEOL5000
GEOL5220|GEOL1000
GEOL5220|GEOL1000
GEOL5220|GEOG1030
GEOL5220|GEOG1030
GEOL5220|GEOL3100
GEOL5220|GEOL3600
GEOL5240|GEOL3240
GEOL5260|GEOL3240
GEOL5280|GEOL3100
GEOL5300|GEOL5300
GEOL5300|BIOL5300
GEOL5420|CHEM2200
GEOL5420|MATH2220
GEOL5440|CHEM2050
GEOL5440|CHEM2100
GEOL5440|GEOL3220
GEOL5440|CHEM2200
GEOL5600|GEOL3200
GEOL6752|CHEM5753
GEOL6752|GEOL5753
GEOL6970|GEOL6950
HSCI1200|HSCI1200
HSCI3060|HSCI1200
HSCI3060|HSCI1200
HSCI3060|ECON2201
HSCI3060|ACCT2110
HSCI3060|HSCI2203
HSCI3200|HSCI2200
HSCI3291|HSCI3291
HSCI3522|HSCI3522
HSCI3558|HSCI3052
HSCI3601|CHEM2060
HSCI3601|CHEM2060
HSCI3601|BIOL2230
HSCI3602|HSCI3601
HSCI3602|HSCI3607
HSCI3602|HSCI3607
HSCI3607|HSCI3601
HSCI3607|MATH1201
HSCI3607|MATH1203
HSCI3607|HSCI2203
HSCI3607|HSCI3205
HSCI3607|HSCI3602
HSCI3607|HSCI3607
HSCI3615|CHEM2050
HSCI3615|CHEM2050
HSCI3615|HSCI3615
HSCI4036|HSCI3040
HSCI4036|HSCI3060
HSCI4037|HSCI3040
HSCI4037|HSCI3060
HSCI4055|HSCI3040
HSCI4055|HSCI3060
HSCI4060|HSCI3040
HSCI4068|HSCI3040
HSCI4068|HSCI3060
HSCI4068|HSCI3205
HSCI4080|HSCI3040
HSCI4080|HSCI3060
HSCI4501|HSCI3052
HSCI4502|HSCI3052
HSCI4503|HSCI3052
HSCI4577|HSCI3052
HSCI4621|HSCI3615
HSCI4621|L3615
HSCI4621|HSCI4621
HSCI4622|HSCI4621
HSCI4625|HSCI2625
HSCI4661|HSCI3602
HSCI4662|HSCI4661
HSCI4680|HSCI3602
HSCI4680|HSCI3607
HSCI4680|HSCI3607
HSCI4681|HSCI3602
HSCI4682|HSCI4681
HSCI4682|HSCI4682
HSCI4682|HSCI4681
HSCI5010|HSCI3040
HSCI5010|HSCI3060
HSCI5010|HSCI2200
HSCI5010|MGMT3020
HSCI5013|HSCI3040
HSCI5530|HSCI3052
HSCI5557|BIOL2010
HSCI5557|BIOL2230
HSCI5557|CHEM2100
HSCI5557|HSCI5557
HSCI5558|HSCI3558
HSCI5953|HSCI5951
HSCI6320|HSCI6210
HSCI6960|HSCI6954
HIST4550|ANTH4550
HIST4550|HIST4550
HIST5850|HIST5840
HON3100|HON3150
HON3100|HON3150
HON3100|HON3150
HON3150|HON3100
HON3150|HON3100
HON3150|HON3100
HON3200|HON3250
HON3200|HON3250
HON3200|HON3250
HON3300|HON3350
HON3300|HON3350
HON3300|HON3350
HON4500|HON4100
HON4500|HON4200
HOSM4500|MKTG4500
HRM4550|PSYC3355
HRM4580|HRM4550
HRM4580|PSYC3355
HRM4590|HRM4550
HRM4590|PSYC3355
HRM4600|HRM4550
HRM4600|PSYC3355
IST2210|IST1110
IST2310|IST1110
IST2410|IST1110
IST2610|IST1110
IST3110|IST1110
IST3420|IST1110
IST3500|ADMN2100
IST3500|IST3500
IST4120|IST2210
IST4120|IST2610
IST4210|IST2210
IST4310|IST2310
IST4320|IST2310
IST4410|IST2410
IST4610|IST2610
IST4620|IST2610
IST4620|IST2210
IST4910|IST4210
IST5250|IST2610
IST6450|IST6090
IST6470|IST6090
IST6480|IST6090
IST6620|IST6090
IST6620|IST6620
IST6620|SCM6620
IST6670|IST6030
IST6670|IST6110
IST6670|IST6470
IST6680|IST6030
IST6680|IST6450
IST6700|IST6090
IST6720|IST6090
IST6720|IST6480
IST6780|IST6090
IST6780|IST6110
IST6890|IST6030
IST6890|IST6110
IST6890|IST6450
IST6890|IST6470
IST6890|IST6480
JAPN2204|JAPN1112
JAPN3111|JAPN2111
JAPN3111|JAPN2112
JAPN3112|JAPN2111
JAPN3112|JAPN2112
JAPN3114|JAPN2111
JAPN3114|JAPN2112
JAPN3150|JAPN2111
JAPN3150|JAPN2112
JAPN3160|JAPN2111
JAPN3160|JAPN2112
JAPN3204|JAPN2111
JAPN3204|JAPN2112
KINE2300|BIOL2230
KINE2300|BIOL2240
KINE3011|KINE2100
KINE3300|KINE3100
KINE3700|MATH1301
KINE3700|MATH1401
KINE3800|BIOL2230
KINE3800|BIOL2240
KINE4400|KINE3800
KINE4800|KINE3200
KINE4800|MATH1301
KINE4900|KINE2540
KINE4900|KINE3100
KOR1112|KOR1111
KOR2111|KOR1112
KOR2112|KOR2111
KOR2112|KOR2111
KOR2204|KOR1112
KOR3950|KOR2112
KOR4409|KOR2112
LUIS1112|LUIS1111
LUIS2111|LUIS1112
MGMT3300|MGMT2300
MGMT3350|MGMT3500
MGMT4020|MGMT3020
MGMT4520|MGMT3020
MGMT4590|MGMT3020
MGMT6550|MGMT6010
MKTG4160|MKTG3050
MKTG4160|MKTG3160
MKTG4200|MKTG3050
MKTG4200|MKTG3160
MKTG4300|MKTG3050
MKTG4460|MKTG4200
MKTG4500|MKTG4500
MKTG4600|MKTG3050
